Customer_ID,Customer_Name,Revenue,percentile_rank,Customer_segment
25324,"Jennifer Valdez",37366,0,"High Value"
1516,"Jill Mckay",37338,0,"High Value"
17653,"Loretta Mcmillan",37326,0,"High Value"
33193,"Susan Roberts",37303,0,"High Value"
10946,"Travis Yoder",37236,0,"High Value"
24500,"Morgan Patterson",37089,0,"High Value"
13159,"Alan Singh",37017,0,"High Value"
13246,"April Moreno",36990,0,"High Value"
1399,"Carol Clark",36970,0,"High Value"
1682,"David Cole",36946,0,"High Value"
24297,"Elizabeth Strickland",36934,0,"High Value"
17936,"Jean Davis",36921,0,"High Value"
13579,"Jake Stone",36917,0,"High Value"
15295,"Elizabeth Morrison DDS",36885,0,"High Value"
44209,"Amanda Stephens",36882,0,"High Value"
48301,"Kelly Lynch",36838,0,"High Value"
18078,"Billy Flores",36809,0,"High Value"
18878,"Cynthia Bowen",36805,0,"High Value"
39296,"Sara Smith",36712,0,"High Value"
9794,"Mrs. Catherine Hubbard",36680,0,"High Value"
44153,"Natalie Griffith",36656,0,"High Value"
36945,"Mrs. Kaitlyn Conway",36627,0,"High Value"
32386,"Misty Thomas PhD",36607,0,"High Value"
37701,"Manuel Welch",36596,0,"High Value"
26378,"Nathaniel Bishop",36589,0,"High Value"
27412,"Brenda Ortiz",36564,0,"High Value"
25935,"Lindsey Nelson",36541,0,"High Value"
39322,"Brian Jones",36517,0,"High Value"
6189,"Phillip Hebert",36498,0,"High Value"
7428,"Rodney Caldwell",36497,0,"High Value"
33517,"Lauren Torres",36477,0,"High Value"
46629,"Christine Owens",36435,0,"High Value"
33138,"Carl Barnett",36400,0,"High Value"
34057,"Michael Fuller",36385,0,"High Value"
9662,"Allison Reeves DVM",36382,0,"High Value"
35584,"Zachary Ramirez",36361,0,"High Value"
42210,"Lucas Morse IV",36357,0,"High Value"
41010,"Kimberly Gonzalez",36354,0,"High Value"
24735,"Wendy Bowers",36348,0,"High Value"
943,"Christopher Parks",36345,0,"High Value"
33163,"Jonathan Thompson",36338,0,"High Value"
40073,"Jody Harrison",36336,0,"High Value"
30832,"Mrs. Amy Owens",36335,0,"High Value"
29614,"John Holloway",36315,0,"High Value"
25470,"Kristopher Everett",36311,0,"High Value"
25183,"Mia Martin",36303,0,"High Value"
48156,"Amanda Brown",36300,0,"High Value"
43276,"John Collins",36274,0,"High Value"
48343,"David Daugherty",36272,0,"High Value"
27832,"Sean Fritz",36252,0,"High Value"
25596,"Tamara Rodriguez",36226,0,"High Value"
9856,"Mark Gomez",36210,0,"High Value"
8915,"Gerald Castillo",36203,0,"High Value"
44058,"Jeffrey Chavez",36193,0,"High Value"
26422,"James Mitchell",36180,0,"High Value"
37477,"Candace Figueroa",36160,0,"High Value"
33493,"Mary Frazier",36146,0,"High Value"
44406,"Ashley Navarro",36049,0,"High Value"
20938,"Garrett Young",36046,0,"High Value"
37494,"Darren Burns",36036,0,"High Value"
36097,"Martin Steele",36014,0,"High Value"
32158,"Kimberly Dickson",36013,0,"High Value"
28670,"Heather Rivera",36006,0,"High Value"
13057,"Julian Foster",35997,0,"High Value"
1266,"Jennifer Montgomery",35978,0,"High Value"
47573,"Emily Harrell",35971,0,"High Value"
5802,"Mary Cunningham",35955,0,"High Value"
14355,"Michael Johnson",35934,0,"High Value"
33387,"Colin Hubbard",35894,0,"High Value"
4200,"Kristen Bennett",35889,0,"High Value"
25181,"Tyler Gilmore",35857,0,"High Value"
43869,"Danielle Johnston",35842,0,"High Value"
34120,"George Davis",35832,0,"High Value"
46150,"Russell West",35827,0,"High Value"
37571,"Joseph Garcia",35800,0,"High Value"
41647,"Aaron Griffith",35784,0,"High Value"
15031,"Jeremy Garner",35763,0,"High Value"
40088,"Taylor Palmer",35703,0,"High Value"
30333,"Philip Sullivan",35701,0,"High Value"
12534,"Reginald Lopez",35688,0,"High Value"
48323,"April Nunez",35640,0,"High Value"
14773,"Charlene Lam",35601,0,"High Value"
38165,"Dr. Seth Walters",35600,0,"High Value"
28825,"Sheila Hayes",35590,0,"High Value"
18794,"Amy Curry",35578,0,"High Value"
33767,"Lance Johnson",35559,0,"High Value"
25789,"Lawrence Nelson",35546,0,"High Value"
10977,"Stephen Holmes",35517,0,"High Value"
38598,"Brandi Sanchez",35484,0,"High Value"
22801,"Meghan Mcdonald",35473,0,"High Value"
2896,"Jeffrey Mejia",35466,0,"High Value"
21890,"Tina Fischer",35455,0,"High Value"
49015,"Catherine Preston",35431,0,"High Value"
49785,"Kenneth Barton",35428,0,"High Value"
20130,"John George",35405,0,"High Value"
8561,"Theresa Clark",35375,0,"High Value"
42650,"Curtis Smith",35366,0,"High Value"
8815,"Christina Wilson",35362,0,"High Value"
45236,"Jennifer Howard",35353,0,"High Value"
27822,"Nicole Vargas",35331,0,"High Value"
17847,"Joshua Walter",35323,0,"High Value"
35070,"Jessica Smith DDS",35314,0,"High Value"
29734,"Sherry Stephens",35294,0,"High Value"
28850,"Patrick Steele",35266,0,"High Value"
4171,"Dr. Rachel Reeves",35155,0,"High Value"
46441,"Daniel Marsh",35145,0,"High Value"
6696,"Abigail Duncan",35122,0,"High Value"
10713,"Vincent Blackwell",35097,0,"High Value"
23150,"Adam Neal",35094,0,"High Value"
38964,"Christina Estrada",35079,0,"High Value"
30183,"Regina Bean",35073,0,"High Value"
40884,"Mr. Stephen Clark",34976,0,"High Value"
47912,"Holly Whitney",34976,0,"High Value"
18212,"Brenda Cain MD",34955,0,"High Value"
19886,"Donald Santos",34947,0.01,"High Value"
26418,"Brian Evans",34895,0.01,"High Value"
6992,"Elizabeth Mays MD",34894,0.01,"High Value"
23073,"Laura Soto",34887,0.01,"High Value"
44811,"Katherine Weeks",34880,0.01,"High Value"
33706,"Chad Wright",34831,0.01,"High Value"
38586,"Timothy Wilson",34818,0.01,"High Value"
30310,"Michelle Williams",34813,0.01,"High Value"
49900,"Walter Harding",34804,0.01,"High Value"
10918,"Judy Myers DDS",34789,0.01,"High Value"
40221,"Lisa Harrison",34782,0.01,"High Value"
4090,"Dawn Martinez",34778,0.01,"High Value"
30275,"Tyler Aguirre",34773,0.01,"High Value"
44439,"Kenneth Vaughan",34750,0.01,"High Value"
3815,"Carol Williams",34737,0.01,"High Value"
36523,"Christopher Fernandez",34734,0.01,"High Value"
23796,"Anthony Benitez",34716,0.01,"High Value"
41565,"Christine Smith",34714,0.01,"High Value"
23051,"Diana Hall",34685,0.01,"High Value"
29021,"Terry Carr",34682,0.01,"High Value"
9012,"Danielle Hall",34616,0.01,"High Value"
26365,"Joy Velasquez",34609,0.01,"High Value"
20301,"Michael Patrick",34602,0.01,"High Value"
29145,"Andrew Jones",34559,0.01,"High Value"
26230,"Mr. James Hudson",34556,0.01,"High Value"
38565,"Daniel Moore",34546,0.01,"High Value"
19418,"Samuel Jefferson",34523,0.01,"High Value"
16239,"Julie Reeves",34505,0.01,"High Value"
47933,"Aaron Garcia",34499,0.01,"High Value"
8041,"Rebecca Duran",34492,0.01,"High Value"
30831,"Robert Martin",34480,0.01,"High Value"
33562,"Philip Terry",34473,0.01,"High Value"
2753,"Dillon Hicks",34447,0.01,"High Value"
28317,"Candice Pierce",34436,0.01,"High Value"
27578,"John Clark",34423,0.01,"High Value"
15556,"Sarah Ryan",34417,0.01,"High Value"
7243,"Nicole Rich",34353,0.01,"High Value"
33688,"Jordan Hawkins",34322,0.01,"High Value"
19538,"Desiree Dyer",34293,0.01,"High Value"
49535,"Jennifer Hardin",34263,0.01,"High Value"
36556,"Aaron Johnson",34248,0.01,"High Value"
39978,"Peter Moody",34236,0.01,"High Value"
48279,"Jason Morgan",34223,0.01,"High Value"
16480,"Craig May",34221,0.01,"High Value"
1140,"Stephanie White",34211,0.01,"High Value"
5682,"Alexis Brown",34202,0.01,"High Value"
3492,"Colton Taylor",34193,0.01,"High Value"
45382,"Steven Paul",34170,0.01,"High Value"
13316,"Judy Ferguson",34154,0.01,"High Value"
45103,"Stephanie Young",34153,0.01,"High Value"
35990,"Melissa Mcbride",34151,0.01,"High Value"
37095,"David Campbell",34137,0.01,"High Value"
43319,"Kimberly Cox",34130,0.01,"High Value"
45424,"Anthony Patterson",34126,0.01,"High Value"
12279,"Jamie Rivas",34080,0.01,"High Value"
23301,"Paul Payne",34077,0.01,"High Value"
20150,"Amy Mcdaniel DDS",34070,0.01,"High Value"
9925,"Carlos Cox",34059,0.01,"High Value"
41685,"Samantha Smith",34058,0.01,"High Value"
27589,"Justin Smith",34050,0.01,"High Value"
18849,"Donald Sanchez",34049,0.01,"High Value"
41660,"Elizabeth Guerrero",34024,0.01,"High Value"
1390,"Louis Stout",34004,0.01,"High Value"
8194,"David West",33997,0.01,"High Value"
555,"Jessica Smith",33993,0.01,"High Value"
47136,"Charles Harris",33980,0.01,"High Value"
20239,"Melissa Lynch",33971,0.01,"High Value"
35280,"Nathaniel Kim",33964,0.01,"High Value"
41060,"Michael Turner",33938,0.01,"High Value"
43759,"Brandon Duncan",33924,0.01,"High Value"
7821,"Mr. Joseph Adkins",33918,0.01,"High Value"
18711,"Michael Sullivan",33912,0.01,"High Value"
46131,"Kathy King",33903,0.01,"High Value"
49328,"Lauren Ward",33902,0.01,"High Value"
45768,"David Roy",33895,0.01,"High Value"
45377,"Ryan Martin",33890,0.01,"High Value"
11814,"Julia Cook",33880,0.01,"High Value"
44875,"Allison Cruz",33865,0.01,"High Value"
6304,"Paul Thomas",33855,0.01,"High Value"
16388,"Steven Pratt",33828,0.01,"High Value"
26980,"Amber Smith",33810,0.01,"High Value"
22540,"Thomas Wagner",33807,0.01,"High Value"
30427,"Ronald Gibson",33785,0.01,"High Value"
48718,"Julie Pugh",33779,0.01,"High Value"
13413,"Renee Jones",33764,0.01,"High Value"
36893,"George Ray",33752,0.01,"High Value"
33761,"Jeremy Phillips",33742,0.01,"High Value"
29166,"Mrs. Ann Smith MD",33732,0.01,"High Value"
22275,"Carolyn Gaines",33729,0.01,"High Value"
49318,"Angela Hayes",33720,0.01,"High Value"
7528,"Mrs. Julie Lynn",33715,0.01,"High Value"
28104,"Danny Wallace",33694,0.01,"High Value"
42941,"David Johnson",33690,0.01,"High Value"
33689,"Nathan Smith",33676,0.01,"High Value"
340,"Kaitlyn Madden",33669,0.01,"High Value"
26671,"Douglas Hill",33664,0.01,"High Value"
32520,"Jason Hubbard",33664,0.01,"High Value"
43465,"John Simmons",33649,0.01,"High Value"
39226,"Jeffrey Finley",33646,0.01,"High Value"
37978,"Samuel Washington",33644,0.01,"High Value"
3972,"Gregory Lutz",33638,0.01,"High Value"
40854,"Mark Wheeler",33626,0.01,"High Value"
30302,"Alejandro Vasquez",33624,0.01,"High Value"
33400,"Erika Parrish",33614,0.01,"High Value"
44487,"Tonya Lam",33605,0.01,"High Value"
21672,"Haley Watson",33603,0.01,"High Value"
16931,"Michael Ramos",33590,0.01,"High Value"
14012,"Alexis Kelly",33583,0.01,"High Value"
48529,"David Mcconnell",33573,0.01,"High Value"
31867,"Mary Kelley",33570,0.01,"High Value"
19074,"Douglas Martinez",33567,0.01,"High Value"
49278,"Sarah Ward",33525,0.01,"High Value"
6751,"Melissa Stanley",33503,0.01,"High Value"
29030,"Kevin Jones",33470,0.01,"High Value"
9365,"Madison Flores",33466,0.01,"High Value"
41093,"Marcia Simpson",33452,0.01,"High Value"
892,"Sean Avila",33440,0.01,"High Value"
8801,"Lauren Moreno",33429,0.01,"High Value"
34141,"Christopher Conrad",33423,0.01,"High Value"
16344,"William Weaver",33415,0.01,"High Value"
10615,"Shelley Navarro",33411,0.01,"High Value"
48410,"Jerome Mcconnell",33396,0.01,"High Value"
41171,"Angel Murray",33396,0.01,"High Value"
880,"Rebecca Osborne",33394,0.01,"High Value"
36306,"Jonathan Middleton",33355,0.01,"High Value"
14066,"Norman Allen",33349,0.01,"High Value"
46279,"Dennis Weaver",33340,0.01,"High Value"
27242,"William James",33336,0.01,"High Value"
10191,"Walter Griffin",33332,0.01,"High Value"
41656,"Jason Salazar",33330,0.01,"High Value"
18000,"Sarah Silva",33329,0.01,"High Value"
30772,"Joseph Cook",33310,0.01,"High Value"
39021,"Wyatt Garcia",33301,0.01,"High Value"
17848,"Terri Herman",33300,0.01,"High Value"
9886,"Mrs. Amy Montgomery MD",33297,0.01,"High Value"
20574,"James Richard",33284,0.01,"High Value"
20946,"Julia Thompson",33265,0.01,"High Value"
25748,"Ryan Tucker",33250,0.01,"High Value"
30646,"Tammy Brewer",33250,0.01,"High Value"
44149,"Barbara Pierce",33248,0.01,"High Value"
45302,"Dylan Flowers",33221,0.01,"High Value"
39132,"Paul May",33203,0.01,"High Value"
47032,"Nancy Gallagher",33195,0.01,"High Value"
42296,"Randall Pittman",33163,0.01,"High Value"
29680,"Patricia Holland",33159,0.01,"High Value"
24399,"Cynthia Simpson",33150,0.01,"High Value"
4728,"Julia Young DDS",33146,0.01,"High Value"
15762,"Derrick Stephens",33132,0.01,"High Value"
33391,"Joseph Hinton",33129,0.01,"High Value"
33793,"Wyatt Mccall",33125,0.01,"High Value"
19585,"Eric Perez",33106,0.01,"High Value"
25101,"Jackson Miller",33096,0.01,"High Value"
42346,"Mark Bauer",33081,0.01,"High Value"
36409,"Adam Morgan",33080,0.01,"High Value"
264,"Laura Perez",33074,0.01,"High Value"
14183,"David Sims",33071,0.01,"High Value"
38005,"Nathaniel Mitchell",33044,0.01,"High Value"
34801,"David Murray",33043,0.01,"High Value"
27844,"Walter Bennett",33039,0.01,"High Value"
25127,"Heidi Henderson",33017,0.01,"High Value"
10700,"Elizabeth George",33013,0.01,"High Value"
41210,"Louis Garcia",33011,0.01,"High Value"
27742,"Melanie Fox",33005,0.01,"High Value"
47023,"Brandon Gill",32989,0.01,"High Value"
31823,"Eric Garcia",32985,0.01,"High Value"
15210,"George Mclaughlin",32977,0.01,"High Value"
14858,"Kathryn Brooks",32973,0.01,"High Value"
23638,"Nathaniel Miller",32953,0.01,"High Value"
34047,"Heather Dixon",32924,0.01,"High Value"
48133,"Mary Garcia",32922,0.01,"High Value"
4520,"Tina Mcclure",32922,0.01,"High Value"
38339,"Karen Daniels",32891,0.01,"High Value"
35767,"Jessica Day",32878,0.01,"High Value"
32958,"Victoria Robinson",32875,0.01,"High Value"
23955,"Steven Mills",32857,0.01,"High Value"
42485,"Renee Francis",32847,0.01,"High Value"
43290,"Jay Stephens",32846,0.01,"High Value"
36405,"Melissa Williams",32843,0.01,"High Value"
20704,"Eric Edwards",32818,0.01,"High Value"
14219,"Lori Thomas",32810,0.01,"High Value"
34758,"Brianna West",32807,0.01,"High Value"
21829,"William Blevins",32806,0.01,"High Value"
26380,"Frank Brown",32798,0.01,"High Value"
3099,"Sara Peterson",32796,0.01,"High Value"
23863,"Devin Oneill",32796,0.01,"High Value"
20379,"Brandi Hoffman DDS",32782,0.01,"High Value"
40926,"David Johnson",32776,0.01,"High Value"
21412,"Carlos Gonzales",32775,0.01,"High Value"
23006,"Maria Perez",32762,0.01,"High Value"
9685,"Paul Bishop",32760,0.01,"High Value"
40335,"Sean Edwards",32733,0.01,"High Value"
4767,"Connie Hale",32725,0.01,"High Value"
8770,"Daniel Jones",32718,0.01,"High Value"
32089,"Albert Suarez",32712,0.01,"High Value"
21883,"Lauren Warner",32709,0.01,"High Value"
38243,"Debra Gonzalez",32690,0.01,"High Value"
33485,"Kathleen Clark",32680,0.01,"High Value"
315,"Justin Torres",32676,0.01,"High Value"
36392,"Lauren Bolton",32672,0.01,"High Value"
18890,"James Lopez",32651,0.01,"High Value"
17570,"Ms. Mikayla Lee",32643,0.01,"High Value"
32053,"Ryan Goodman",32640,0.01,"High Value"
23037,"Richard Williamson",32634,0.01,"High Value"
29438,"Steven King",32627,0.01,"High Value"
10329,"Brian Gonzales",32610,0.01,"High Value"
32266,"Norma Lewis",32607,0.01,"High Value"
31647,"Grant Brock",32601,0.01,"High Value"
20457,"Shelly Rodgers",32598,0.01,"High Value"
34635,"Kenneth Davis",32593,0.01,"High Value"
13363,"Tiffany Collins",32588,0.01,"High Value"
48758,"Kristin Shannon",32586,0.01,"High Value"
6253,"James Evans",32586,0.01,"High Value"
11060,"Kathy Walter",32537,0.01,"High Value"
13751,"Gina Ballard",32528,0.01,"High Value"
46778,"Jeremy Tucker",32526,0.01,"High Value"
44092,"Justin Barnes",32525,0.01,"High Value"
30912,"Wendy Key",32525,0.01,"High Value"
2623,"Jeffrey Moore",32522,0.01,"High Value"
34892,"Laurie Palmer",32515,0.01,"High Value"
7187,"Richard Rodriguez",32502,0.01,"High Value"
11025,"Ryan Arroyo",32501,0.01,"High Value"
36547,"Michelle Daniel",32490,0.01,"High Value"
21163,"Samantha Stuart",32484,0.01,"High Value"
23311,"Gail Lewis",32455,0.01,"High Value"
21795,"Casey Gates",32452,0.01,"High Value"
15747,"Patrick Campbell",32444,0.01,"High Value"
19356,"Cameron Roberts",32413,0.01,"High Value"
32420,"Jeffrey Jones",32407,0.01,"High Value"
8746,"Trevor Huynh",32403,0.01,"High Value"
44520,"Debbie Lopez",32383,0.01,"High Value"
8238,"Brett Potts",32380,0.01,"High Value"
33602,"Stephanie Valenzuela",32368,0.01,"High Value"
37006,"Pamela Carr",32366,0.01,"High Value"
28361,"Dylan Hunt DVM",32364,0.01,"High Value"
44344,"Kevin Villa",32350,0.01,"High Value"
35913,"Sierra Rodriguez",32349,0.01,"High Value"
14504,"Karen Mendoza",32345,0.01,"High Value"
48257,"William Clark",32340,0.01,"High Value"
1218,"Ryan Woods",32337,0.01,"High Value"
45182,"Larry Fuller",32331,0.01,"High Value"
1450,"Darren Hudson",32330,0.01,"High Value"
15849,"Mary Aguirre",32327,0.01,"High Value"
47134,"Andrea Davidson",32325,0.01,"High Value"
22351,"Holly Rogers",32324,0.01,"High Value"
16592,"Bryan Patton",32306,0.01,"High Value"
15670,"Carlos Duran",32306,0.01,"High Value"
45116,"Kristin Freeman",32285,0.01,"High Value"
2078,"Nancy Brooks",32278,0.01,"High Value"
30887,"Anthony Phillips",32271,0.01,"High Value"
45246,"Thomas Parker",32267,0.01,"High Value"
40272,"Daniel Gilbert",32254,0.01,"High Value"
873,"Patrick Pearson",32250,0.01,"High Value"
21489,"Ms. Alicia Daniels",32248,0.01,"High Value"
16429,"Robert Kelly",32228,0.01,"High Value"
31117,"James Williams DDS",32221,0.01,"High Value"
32663,"William Sweeney",32212,0.01,"High Value"
45303,"Dylan Chang",32193,0.01,"High Value"
4199,"Teresa Huang",32188,0.01,"High Value"
30965,"Carrie Santana",32187,0.01,"High Value"
26094,"Randy Schultz",32187,0.01,"High Value"
20562,"Andrea Mack",32181,0.01,"High Value"
22417,"Jasmine Bullock",32155,0.01,"High Value"
36360,"Mary Salazar",32153,0.01,"High Value"
32908,"Joseph Johnson Jr.",32149,0.01,"High Value"
10042,"Diana Alvarez",32144,0.01,"High Value"
10987,"Kristina Diaz",32144,0.01,"High Value"
43646,"Mrs. Leslie Lopez",32141,0.01,"High Value"
2989,"Lori Hamilton",32141,0.01,"High Value"
38724,"Aaron Michael",32139,0.01,"High Value"
15510,"Danny Howell",32128,0.01,"High Value"
18643,"Jaime Pierce",32115,0.01,"High Value"
14225,"Jacob Montgomery",32075,0.01,"High Value"
41054,"Valerie Campos",32067,0.01,"High Value"
32798,"Christopher Estrada",32052,0.01,"High Value"
23622,"Melissa Hall",32048,0.01,"High Value"
21627,"David Andrews",32039,0.01,"High Value"
44708,"Joshua Mullins",32038,0.01,"High Value"
17665,"Glenn Singleton",32037,0.01,"High Value"
14762,"Brianna Simon",32028,0.01,"High Value"
13555,"Allen West",32027,0.01,"High Value"
579,"Angela Ramirez",32023,0.01,"High Value"
14043,"Holly Graves",32013,0.01,"High Value"
27638,"David Wood",31997,0.01,"High Value"
16944,"William Torres",31987,0.01,"High Value"
15560,"David Soto",31975,0.01,"High Value"
6207,"Samantha Smith",31975,0.01,"High Value"
18111,"Chad Brown",31969,0.01,"High Value"
33799,"Zachary Dixon",31968,0.01,"High Value"
3150,"Heather James",31961,0.01,"High Value"
11673,"Alexander Ware",31957,0.01,"High Value"
9474,"James Lawson",31944,0.01,"High Value"
37939,"Lori Curry",31924,0.01,"High Value"
33486,"Adam Boyd",31917,0.01,"High Value"
30428,"Shannon Watkins",31914,0.01,"High Value"
9641,"Julie Holmes",31911,0.01,"High Value"
37242,"Kristen Frazier",31906,0.01,"High Value"
47578,"Barbara Gaines",31891,0.01,"High Value"
46815,"Anthony Beard",31881,0.01,"High Value"
32635,"Michelle Collins",31878,0.01,"High Value"
30976,"Julie Martin",31870,0.01,"High Value"
46476,"Shane Bennett",31861,0.01,"High Value"
35477,"Matthew Walker",31858,0.01,"High Value"
22405,"Tyler Hill",31853,0.01,"High Value"
26760,"Amber Savage",31851,0.01,"High Value"
36480,"Ann Grimes",31850,0.01,"High Value"
31933,"Patricia Wu",31830,0.01,"High Value"
9367,"Monica Green",31826,0.01,"High Value"
35903,"Courtney Oliver",31825,0.01,"High Value"
44053,"Maurice Smith",31815,0.01,"High Value"
38137,"Daniel Perry",31814,0.01,"High Value"
26319,"Katie Fisher",31809,0.01,"High Value"
3247,"Robert Garcia",31803,0.01,"High Value"
47453,"Christopher Murphy",31793,0.01,"High Value"
15236,"Catherine Cole",31790,0.01,"High Value"
35654,"Roger Warren",31788,0.01,"High Value"
9570,"Monica Cox",31784,0.01,"High Value"
10833,"Krystal Fitzgerald",31777,0.01,"High Value"
14792,"Thomas Cox",31776,0.01,"High Value"
